1671606456 -0.13984 -0.18392 -0.07229 0.06000 -0.04885 0.07463 0.99421
1671606456 -0.21440 -0.19775 -0.10897 0.05111 -0.04032 0.10380 0.99247
1671606457 -0.31011 0.01914 -0.13981 0.03920 -0.00757 0.18606 0.98173
1671606457 -0.42579 -0.08921 -0.19222 0.03399 -0.01053 0.24448 0.96900
1671606457 -0.55813 -0.08786 -0.24113 0.02915 -0.01741 0.33887 0.94022
1671606457 -0.74723 -0.10068 -0.28266 0.02676 -0.02780 0.43398 0.90010
1671606457 -0.80828 -0.11417 -0.30387 0.02428 -0.03580 0.48199 0.87511
1671606457 -1.07879 -0.13980 -0.27129 0.01651 -0.04180 0.56648 0.82285
1671606458 -1.24469 -0.13987 -0.25433 0.00996 -0.04625 0.60687 0.79339
1671606458 -1.62324 -0.15699 -0.12823 -0.00038 -0.05305 0.67964 0.73162
1671606458 -1.84137 -0.16227 -0.02938 -0.00665 -0.05537 0.71501 0.69689
1671606458 -2.06581 -0.20938 0.11302 -0.00951 -0.05479 0.74669 0.66284
1671606458 -2.58818 -0.28217 0.46530 -0.01897 -0.04971 0.80708 0.58804
1671606458 -3.15398 -0.40882 0.90275 -0.02581 -0.04347 0.86007 0.50766
1671606458 -3.42165 -0.51884 1.15865 -0.02597 -0.03894 0.88373 0.46564
1671606459 -3.97321 -0.93588 1.70907 -0.02394 -0.02992 0.92458 0.37905
1671606459 -4.08741 -1.27300 2.03958 -0.01900 -0.02413 0.94283 0.33185
1671606459 -4.44268 -1.71205 2.64807 -0.02245 -0.02134 0.97102 0.23698
1671606459 -4.42228 -1.99349 3.01226 -0.01616 -0.02046 0.98207 0.18672
1671606459 -5.07371 -2.87168 3.54376 -0.01366 -0.02611 0.99565 0.08843
1671606459 -5.82537 -3.21824 4.05304 -0.02518 -0.02004 0.99946 -0.00713
1671606460 -6.31437 -3.43474 4.27044 -0.03349 -0.01921 0.99771 -0.05552
1671606460 -7.12356 -3.46774 4.39761 -0.04335 -0.01929 0.99345 -0.10398
1671606460 -8.23077 -4.59232 4.80460 -0.04812 -0.02834 0.97790 -0.20148
1671606460 -8.95508 -5.54788 4.94233 -0.05004 -0.03570 0.96645 -0.24938
1671606460 -10.29987 -6.99017 5.26308 -0.05801 -0.03640 0.93716 -0.34213
1671606460 -10.43409 -7.39507 5.54272 -0.05717 -0.03241 0.91996 -0.38646
1671606460 -11.65065 -9.35227 5.75808 -0.06354 -0.03585 0.87912 -0.47098
1671606461 -12.35668 -10.52379 6.21363 0.07109 0.03042 -0.82944 0.55322
1671606461 -13.85502 -11.85086 6.06521 0.08146 0.03078 -0.80112 0.59214
1671606461 -14.45405 -13.09187 6.51341 0.08926 0.02991 -0.73858 0.66756
1671606461 -15.54899 -15.22214 7.05033 0.09637 0.02327 -0.63315 0.76765
1671606461 -16.42957 -16.49564 7.02334 0.10120 0.02157 -0.59684 0.79566
1671606462 -16.89923 -17.70496 7.46734 0.10567 0.01568 -0.51679 0.84942
1671606462 -18.56957 -19.33654 7.64878 0.11015 0.00744 -0.43350 0.89436
1671606462 -19.06599 -19.04358 7.98214 0.10875 0.00239 -0.38712 0.91559
1671606462 -19.95419 -19.60225 8.27370 0.10857 0.00152 -0.34303 0.93303
1671606462 -20.92601 -21.08345 8.57247 0.10833 -0.00153 -0.25027 0.96210
1671606462 -21.39322 -21.86486 8.71099 0.10818 -0.00357 -0.20297 0.97318
1671606462 -24.71632 -22.77221 8.56023 0.10690 -0.01258 -0.10872 0.98823
1671606463 -25.82864 -24.08180 8.80943 0.10533 -0.01965 -0.01265 0.99416
1671606463 -26.40085 -24.80888 8.94532 0.10419 -0.02450 0.03470 0.99365
1671606463 -28.00294 -28.09667 9.06442 0.10712 -0.03112 0.13023 0.98519
1671606463 -28.51425 -29.20133 9.17445 0.10622 -0.03503 0.17781 0.97769
1671606463 -29.70935 -31.11827 9.39276 0.09990 -0.03637 0.27476 0.95562
1671606463 -30.67527 -33.39336 9.35467 0.09865 -0.03843 0.32187 0.94085
1671606463 -31.21998 -34.47273 9.46260 0.09525 -0.04085 0.36633 0.92470
1671606464 -32.69980 -37.35871 9.60852 0.08710 -0.04785 0.45513 0.88486
